@relation example1

@attribute name string
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric

@data
'sample12',2.822579e+001,-1.034045e+001,1.383845e+001,-1.981708e+001,1.838251e+000,-5.761370e+000,-2.737723e+001,5.958544e+000,7.299686e+000,1.608837e+001,-1.766247e+001,-7.129036e+000,1.996559e+001,-6.103190e+000
'sample12',2.732602e+001,-2.092488e+001,6.139974e+000,-1.672077e+001,-4.594567e+000,-5.059096e-001,-1.133246e+001,1.130545e+001,7.740027e+000,1.542136e+001,-2.102422e+001,-1.107213e+001,1.426552e+001,-6.482024e+000
'sample12',2.776157e+001,-3.120265e+001,3.522778e+000,-1.654340e+001,-5.840960e+000,5.837070e+000,-1.026572e+000,1.624375e+001,2.868079e+000,1.763016e+001,-2.724831e+001,-1.072999e+001,1.085396e+001,-8.897025e+000
'sample12',2.655708e+001,-3.205399e+001,3.942024e+000,-1.827799e+001,-3.266248e+000,6.813936e+000,1.062519e-001,1.515813e+001,1.985086e+000,1.538652e+001,-2.557144e+001,-1.063592e+001,8.766500e+000,-6.976972e+000
'sample12',2.810298e+001,-3.266048e+001,5.574870e+000,-2.013531e+001,-1.506496e+000,3.799722e+000,3.511518e-001,1.762573e+001,-3.183526e+000,1.869839e+001,-2.728254e+001,-8.384825e+000,8.224662e+000,-6.735314e+000
'sample12',2.919673e+001,-2.748030e+001,5.078780e+000,-2.051966e+001,2.637477e+000,-5.336391e+000,-8.944724e-001,2.065914e+001,-7.749269e+000,2.308160e+001,-2.529437e+001,-7.562259e+000,8.249934e+000,-8.295334e+000
'sample12',3.063663e+001,-1.828795e+001,7.170431e+000,-1.765548e+001,8.034362e+000,-1.211104e+001,8.662489e-001,2.215047e+001,-7.480778e+000,2.462678e+001,-1.912339e+001,-8.093941e+000,5.627429e+000,-7.587456e+000
'sample12',2.629659e+001,-2.755944e+000,1.137543e+001,-5.018055e+000,1.485690e+001,-1.431910e+001,6.635595e+000,1.578151e+001,-6.022333e+000,1.729756e+001,-1.450149e+001,-1.506804e+001,6.686068e-001,-4.133162e+000
'sample12',2.177303e+001,4.697453e+000,1.283986e+001,5.891420e+000,1.537262e+001,-8.013215e+000,1.139957e+001,9.919736e+000,-4.113795e+000,9.031266e+000,-1.165669e+001,-1.361534e+001,-1.302754e-001,1.774901e+000
'sample12',1.840605e+001,8.410748e+000,1.132080e+001,1.024642e+001,8.206001e+000,-2.071028e+000,1.510617e+001,8.039222e+000,1.806424e+000,3.902569e+000,-4.367133e+000,-6.871473e+000,2.976090e+000,5.196747e+000
'sample12',1.207598e+001,7.616196e+000,4.251788e+000,1.207118e+000,3.601243e+000,2.455649e+000,9.368981e+000,6.088902e+000,8.896699e+000,3.942090e+000,1.138040e+000,5.530818e+000,6.074957e+000,7.070076e+000
'sample12',4.144180e+000,5.643550e+000,2.977713e-001,-8.838779e+000,6.486544e+000,6.248064e-001,1.099685e+001,5.755224e+000,7.502159e+000,-1.212609e+000,3.494523e+000,8.660077e+000,3.829656e+000,3.985797e+000
'sample12',-6.541128e+000,9.056160e+000,-4.286753e-001,-1.082595e+001,2.024282e+001,-5.726465e+000,3.508855e+000,-8.519027e-001,1.226835e+000,-8.019301e+000,-2.289865e-001,4.738700e+000,5.357227e+000,2.751527e+000
'sample12',-7.859163e+000,1.527182e+001,8.336740e+000,-9.256989e+000,2.640658e+001,-1.219379e+001,-1.707688e+000,-4.348297e+000,-6.978155e+000,-1.340582e+001,-1.504197e+000,2.757172e+000,9.157744e+000,1.102581e+000
'sample12',-7.954723e+000,2.514826e+001,2.023503e+001,-3.406990e+000,2.389791e+001,-8.173961e+000,-5.223381e+000,-7.080336e+000,-1.960882e-001,-1.216899e+001,3.609286e+000,6.035818e+000,1.289776e+001,-9.322254e-001
'sample12',1.871412e+000,2.565321e+001,2.485190e+001,2.593593e+000,2.078544e+001,3.814424e-001,1.061289e+000,-6.861722e+000,-5.889624e-001,-1.080067e+001,4.219996e+000,9.961869e+000,1.305328e+001,-2.660370e+000
'sample12',6.903980e+000,2.214142e+001,2.474641e+001,8.301030e+000,1.795503e+001,7.945120e+000,8.911087e+000,-9.618290e-001,4.022754e+000,-5.345097e+000,7.877760e+000,8.204972e+000,8.054811e+000,-4.777349e+000
'sample12',1.072910e+001,1.721184e+001,2.011453e+001,1.266214e+001,1.852379e+001,8.442895e+000,1.275442e+001,3.419641e+000,2.381487e+000,-1.223532e+000,4.114976e+000,5.492784e+000,5.834493e+000,-1.263384e+000
'sample12',7.135107e+000,1.532169e+001,1.926219e+001,9.771823e+000,1.560671e+001,9.113308e+000,1.612529e+001,1.023859e+001,1.049845e+001,6.953684e+000,7.392997e+000,5.740350e+000,4.358857e+000,3.727163e+000
'sample12',4.782535e+000,1.311071e+001,1.695164e+001,1.106772e+001,1.752592e+001,9.855205e+000,1.739469e+001,1.050470e+001,1.356499e+001,1.193436e+001,6.023527e+000,9.541362e+000,1.041751e+001,7.426121e+000
'sample12',5.048419e+000,1.393726e+001,1.767467e+001,1.100493e+001,1.896095e+001,1.227293e+001,1.641889e+001,1.272674e+001,1.902369e+001,1.575108e+001,7.233843e+000,6.520663e+000,1.320837e+001,1.028734e+001
'sample12',4.161427e+000,8.410131e+000,1.792302e+001,6.856602e+000,1.754291e+001,1.410935e+001,1.344478e+001,3.236899e+000,1.506627e+001,1.303731e+001,1.810071e+000,4.943652e+000,1.206534e+001,4.826867e+000
'sample12',5.809814e+000,1.423829e+000,1.681507e+001,2.697837e-001,1.795961e+001,1.958730e+001,8.034904e+000,-3.788267e+000,1.597406e+001,1.210754e+001,-1.418430e+000,8.515808e+000,1.117789e+001,3.155016e+000
'sample12',1.073385e+001,-6.260614e+000,1.828718e+001,-6.679760e+000,1.914406e+001,1.941953e+001,5.067715e+000,-5.088206e+000,3.906509e+000,4.343284e+000,-5.880414e+000,4.012172e+000,3.781671e+000,4.045101e+000
'sample12',1.969031e+001,-3.512015e+000,1.833375e+001,-1.196429e+001,1.710609e+001,1.831544e+001,2.948060e+000,-1.756301e+000,3.908491e-002,3.365872e+000,-5.540238e+000,-9.094146e-001,-2.715427e+000,7.696869e+000
'sample12',2.796837e+001,2.920519e+000,1.437956e+001,-1.955906e+001,8.829456e+000,1.451203e+001,5.459824e+000,6.939291e+000,-7.265865e+000,-9.179711e-002,-7.546459e+000,-1.103733e+001,-5.877557e+000,5.460790e+000
'sample12',3.326479e+001,6.058775e+000,7.516560e+000,-2.746111e+001,6.683138e-001,1.752403e+001,2.922083e+000,5.120837e+000,-2.173253e+000,4.966062e+000,-8.706059e+000,-1.110413e+001,-1.124596e+000,4.346575e+000
'sample12',3.603868e+001,2.079622e+000,-7.874495e-001,-2.783595e+001,-2.551348e+000,2.191720e+001,-1.252668e+000,5.168067e+000,-2.488681e-001,6.349802e+000,-1.126304e+001,-1.374000e+001,5.934710e+000,2.850877e+000
'sample12',3.786357e+001,-6.781641e+000,-2.737265e+000,-2.835108e+001,-2.779078e+000,2.637820e+001,-6.236821e+000,4.650318e+000,1.260413e+000,9.539643e+000,-1.158965e+001,-1.704029e+001,5.186765e+000,4.582049e+000
'sample12',3.894913e+001,-1.198917e+001,-6.060906e+000,-2.583665e+001,-4.346497e+000,2.793944e+001,-9.399697e+000,5.958292e+000,1.368086e+000,1.225482e+001,-1.203086e+001,-1.888035e+001,5.486168e+000,2.300423e-001
'sample12',3.975372e+001,-1.338914e+001,-5.567215e+000,-2.504300e+001,-5.002713e+000,2.784168e+001,-1.439544e+001,1.043881e+001,2.749617e+000,1.344738e+001,-1.266940e+001,-1.837844e+001,4.213267e+000,-2.033650e-001
'sample12',4.045803e+001,-8.881087e+000,-6.025561e+000,-2.279576e+001,-4.065355e+000,2.484220e+001,-1.943364e+001,1.357190e+001,5.853598e+000,1.290482e+001,-1.151246e+001,-1.516759e+001,1.859786e+000,1.060926e+000
'sample12',4.072526e+001,-1.816327e+000,-3.987353e+000,-1.982174e+001,-1.848777e-002,1.846848e+001,-1.969358e+001,1.222059e+001,9.159801e+000,1.839079e+001,-8.511415e+000,-1.218572e+001,7.471094e-001,5.910513e+000
'sample12',3.835172e+001,7.075349e+000,1.745588e+000,-1.106786e+001,7.504976e+000,1.275869e+001,-1.161387e+001,9.983729e+000,8.316772e+000,1.216218e+001,-9.041938e+000,-9.251278e+000,-1.209581e+000,7.990191e+000
'sample12',3.204914e+001,1.179877e+001,6.517651e+000,-4.425735e+000,8.788029e+000,6.919571e+000,-2.964812e+000,4.998484e+000,1.232893e+001,1.070811e+001,-4.648214e+000,-7.919453e+000,7.444110e-001,9.354461e+000
'sample12',2.409501e+001,1.315660e+001,5.563962e+000,-3.752496e+000,4.549545e+000,-1.644263e+000,1.810328e-001,4.578360e+000,1.174732e+001,7.685100e-001,-6.023171e+000,-5.117288e+000,5.620654e-001,1.054398e+001
'sample12',1.713708e+001,1.109442e+001,5.236026e+000,-5.439722e+000,-1.161929e+000,-8.370763e+000,-2.417715e+000,4.685247e+000,1.813757e+001,3.776650e+000,2.160051e+000,1.361740e+000,2.252069e+000,1.415788e+001
'sample12',1.299788e+001,1.040924e+001,4.409765e+000,-1.481647e+000,3.323020e+000,-6.902467e+000,-5.009016e+000,3.305259e+000,1.393730e+001,3.953387e+000,2.958583e+000,7.998602e+000,5.344757e+000,1.571215e+001
'sample12',1.094676e+001,8.401147e+000,7.938499e+000,6.821342e+000,1.139032e+001,-3.548761e+000,-7.232421e+000,1.981172e+000,1.314690e+001,5.314820e+000,8.917289e+000,1.208772e+001,8.293972e+000,1.526483e+001
'sample12',8.886647e+000,5.481788e+000,1.014225e+001,1.409784e+001,1.932526e+001,-2.592808e+000,-8.499049e+000,1.149457e+000,1.066048e+001,5.949886e+000,4.118416e+000,8.729362e+000,1.213779e+001,1.364359e+001
'sample12',7.813032e+000,3.509460e+000,1.453242e+001,1.715746e+001,1.932454e+001,-5.167545e+000,-7.234919e+000,2.778053e+000,1.649580e+001,4.411248e+000,3.245611e+000,4.941402e+000,1.517614e+001,8.765607e+000
'sample12',3.605722e+000,3.158254e+000,2.151488e+001,1.836716e+001,1.697065e+001,-1.470862e+000,-1.254390e-001,1.337339e+000,2.460700e+001,2.102729e+000,6.470739e+000,2.411701e+000,1.347981e+001,5.155400e+000
'sample12',1.993954e+000,-2.011369e+000,2.259292e+001,1.434737e+001,1.414221e+001,-1.034245e+000,6.895246e+000,-2.906815e+000,2.115331e+001,9.760929e-001,1.271627e+001,1.878610e+000,1.219884e+001,2.093534e+000
'sample12',-2.491884e+000,-1.025511e+001,3.051352e+001,1.199799e+001,1.180628e+001,-3.333189e-001,1.374364e+001,5.348565e-001,1.439352e+001,-3.844989e+000,1.769917e+001,4.752143e+000,8.439481e+000,6.436844e+000
'sample12',-6.795635e+000,-1.796367e+001,2.977212e+001,7.611512e+000,5.766269e+000,-3.850859e+000,1.476624e+001,6.961855e+000,6.681607e+000,7.183046e-001,1.809910e+001,5.586035e+000,9.203526e+000,5.635837e+000
'sample12',-1.486582e+001,-1.999975e+001,3.247866e+001,4.095799e+000,-1.166205e+000,8.001413e-001,1.316992e+001,1.316320e+001,4.617304e+000,5.215178e-001,1.427526e+001,6.850688e+000,8.004438e+000,7.421335e+000
'sample12',-2.051975e+001,-1.835624e+001,2.587501e+001,-7.113281e+000,-3.680801e+000,-3.284351e-001,6.186935e+000,5.124964e+000,5.957479e+000,1.133044e+001,1.083620e+001,7.252326e+000,8.102082e+000,5.457497e+000
'sample12',-2.322412e+001,-1.697600e+001,2.320269e+001,-1.519244e+001,-2.314235e+000,1.375186e+000,4.221036e+000,-3.424923e-001,6.914735e+000,1.032492e+001,6.947151e+000,1.132661e+001,8.683496e+000,8.120603e+000
'sample12',-2.158401e+001,-1.275911e+001,2.152329e+001,-2.225442e+001,-6.257852e-001,3.968656e+000,-1.805334e-001,-6.376642e+000,1.085496e+001,1.123022e+001,1.084757e+001,1.267464e+001,8.718641e+000,1.227919e+001
'sample12',-1.577526e+001,-1.074286e+000,2.864715e+001,-1.762879e+001,5.833477e+000,9.007850e+000,1.871265e+000,-6.268368e+000,4.660602e+000,-3.365973e+000,4.331816e+000,8.707225e+000,4.062017e-003,1.063999e+001
'sample12',-6.045483e+000,1.235234e+001,4.272033e+001,-1.118162e+001,8.341350e+000,1.069468e+001,-8.435282e-001,-1.073151e+001,-8.463280e-001,-9.508021e+000,-4.305596e-001,4.774802e+000,-3.844291e+000,8.830540e+000
'sample12',3.114213e+000,2.167057e+001,5.819871e+001,-5.819838e+000,5.873667e+000,1.169973e+001,1.111270e+000,-1.870316e+001,-7.995592e+000,-1.586911e+001,-5.327773e+000,-1.917747e+000,-9.179605e+000,7.652617e+000
'sample12',7.914838e+000,2.084708e+001,6.587921e+001,-5.988626e+000,-5.630962e+000,1.557359e+001,-1.014277e+000,-2.603080e+001,-8.820880e+000,-1.501871e+001,-1.071157e+000,-8.018394e+000,-1.481898e+000,1.220349e+001
'sample12',9.476457e+000,1.728422e+001,6.848773e+001,-8.434931e+000,-9.786163e+000,2.090823e+001,-5.079702e+000,-3.231155e+001,-9.799217e+000,-1.490950e+001,1.671705e+000,-1.439977e+001,2.246476e+000,1.378335e+001
'sample12',9.758298e+000,1.579305e+001,6.725826e+001,-9.417871e+000,-8.644259e+000,2.088706e+001,-1.034206e+001,-3.220032e+001,-8.789944e+000,-1.363025e+001,1.836836e+000,-1.258270e+001,6.735259e+000,1.192264e+001
'sample12',1.030718e+001,1.475045e+001,6.703735e+001,-9.485555e+000,-5.257645e+000,2.015664e+001,-1.179194e+001,-3.490773e+001,-1.105727e+001,-1.092388e+001,-2.527285e-001,-7.045165e+000,9.042922e+000,1.114367e+001
'sample12',1.105991e+001,1.483679e+001,6.627016e+001,-7.474304e+000,-6.026869e+000,1.559458e+001,-1.043293e+001,-3.790616e+001,-1.434467e+001,-1.112127e+001,-1.544037e+000,-1.672926e+000,1.003500e+001,1.186539e+001
'sample12',1.428222e+001,1.399065e+001,6.260327e+001,-5.368677e+000,-1.183517e+001,7.912631e+000,-7.933044e+000,-4.203889e+001,-1.672367e+001,-7.909490e+000,-1.062919e+000,-6.184985e-001,1.316024e+001,1.089250e+001
'sample12',1.928331e+001,1.224965e+001,5.490321e+001,-6.179606e+000,-1.878681e+001,-5.078497e+000,-7.585634e+000,-4.008191e+001,-1.578673e+001,-4.537435e+000,4.186684e+000,4.302530e-001,1.102250e+001,9.391107e+000
'sample12',2.449913e+001,8.174956e+000,4.526461e+001,-9.523065e+000,-2.780105e+001,-1.258527e+001,-9.357127e+000,-3.047971e+001,-1.096762e+001,-3.121384e+000,7.394272e+000,8.546412e-001,7.495910e+000,6.654409e+000
'sample12',2.721756e+001,4.114098e+000,3.664390e+001,-1.157901e+001,-3.301103e+001,-1.195198e+001,-1.152593e+001,-1.654061e+001,-5.979489e+000,-4.980688e+000,9.702357e+000,2.799153e+000,3.257689e+000,-2.417628e-001
'sample12',3.014660e+001,1.662786e+000,2.629402e+001,-1.284010e+001,-3.457264e+001,-9.027199e+000,-1.479493e+001,-5.951112e-001,1.310060e+000,-6.559414e+000,8.820605e+000,2.238917e+000,4.799267e+000,-8.516412e+000
'sample12',3.309990e+001,9.115629e-001,1.968245e+001,-1.512751e+001,-3.118642e+001,-4.555180e+000,-1.888746e+001,1.189243e+001,4.527609e+000,-5.344992e+000,6.725102e+000,-2.368383e-001,1.166006e+001,-1.539355e+001
'sample12',3.739864e+001,1.037524e-001,1.701843e+001,-1.629590e+001,-2.481623e+001,-4.804924e+000,-2.297680e+001,1.603834e+001,7.059792e+000,-1.156006e+000,2.808850e+000,-4.307570e+000,1.902703e+001,-1.180428e+001
'sample12',4.157736e+001,1.376464e+000,2.164298e+001,-9.144975e+000,-9.709210e+000,3.372911e-001,-2.482025e+001,1.052495e+001,7.042780e+000,-1.378401e+000,-7.899098e-001,-8.709324e+000,1.966612e+001,-5.251517e+000
'sample12',4.253926e+001,1.337477e+001,2.476835e+001,3.020346e+000,3.609322e+000,-4.438152e-001,-2.185087e+001,1.216607e+000,7.954784e+000,1.484679e+000,-3.371982e+000,-9.454968e+000,1.269175e+001,2.020190e+000
'sample12',4.086745e+001,2.700052e+001,2.957025e+001,1.267236e+001,1.299646e+001,-2.869355e+000,-1.530991e+001,-4.051399e+000,8.704535e+000,2.750176e+000,-3.289056e+000,-8.432763e+000,5.686329e+000,-5.246315e-001
'sample12',3.605111e+001,3.681216e+001,3.124198e+001,1.700627e+001,1.214866e+001,-4.697596e+000,-7.480824e+000,-4.422456e+000,8.528073e+000,5.289838e+000,-2.837427e+000,-6.515890e+000,-1.831897e+000,-3.602489e+000
'sample12',3.315828e+001,3.552590e+001,3.219589e+001,1.935566e+001,1.404678e+001,-1.378064e+000,-1.696927e+000,-4.441717e+000,4.534026e+000,2.041175e+000,-3.166375e+000,-5.509132e+000,-3.174139e+000,-4.611521e+000
'sample12',2.739103e+001,2.304505e+001,3.050647e+001,1.719755e+001,1.186338e+001,-6.312101e-001,4.237433e+000,-1.609915e+000,-1.418592e+000,-6.641173e+000,-6.767273e+000,3.780331e+000,-2.073021e+000,-4.460607e+000
'sample12',2.673520e+001,1.173801e+001,2.768997e+001,9.779360e+000,5.590788e+000,-4.648276e+000,-2.184847e+000,-3.298971e+000,-2.479736e+000,-6.319981e+000,-6.571657e+000,4.520979e+000,6.491833e+000,-3.382256e+000
'sample12',2.631509e+001,1.846430e-001,2.522863e+001,3.447072e-002,-6.448866e+000,-1.008029e+001,-1.168887e+001,4.623060e-001,1.921285e+000,-7.508379e+000,-1.069072e+000,5.581643e-001,1.748476e+001,-5.850056e+000
'sample12',3.077397e+001,-9.847193e-001,2.193894e+001,-6.659541e+000,-1.600839e+001,-1.068734e+001,-2.475642e+001,5.062254e+000,6.041332e+000,-3.505203e+000,7.673880e+000,-1.154001e+001,2.657445e+001,-7.564587e+000
'sample12',3.095962e+001,-2.222272e+000,2.110460e+001,-7.222174e+000,-2.306863e+001,-1.040295e+001,-2.789093e+001,1.198922e+001,8.644209e+000,-5.076790e+000,1.212970e+001,-1.574413e+001,3.066568e+001,-1.382456e+001
'sample12',2.980811e+001,-1.698948e+000,2.071455e+001,-4.555556e+000,-2.349027e+001,-1.012626e+001,-3.000487e+001,1.581892e+001,7.431497e+000,-3.807966e+000,1.231197e+001,-1.396558e+001,3.035502e+001,-2.019481e+001
'sample12',2.884970e+001,2.007508e-001,2.001345e+001,1.168823e+000,-1.882689e+001,-1.115742e+001,-2.862927e+001,1.217125e+001,8.045762e+000,-4.311186e+000,1.287103e+001,-1.267867e+001,2.935748e+001,-2.121110e+001
'sample12',2.870767e+001,3.176106e+000,1.930600e+001,6.830368e+000,-1.329060e+001,-1.257706e+001,-2.216063e+001,7.770448e+000,8.523823e+000,-3.086701e+000,1.037641e+001,-6.710051e+000,2.657545e+001,-1.809035e+001
'sample12',2.506071e+001,9.980050e+000,2.346040e+001,9.747890e+000,-4.119186e+000,-5.729464e+000,-1.038940e+001,6.653241e+000,7.086442e+000,-4.293929e+000,7.747073e+000,-1.837711e+000,1.994498e+001,-9.041459e+000
'sample12',1.629703e+001,1.411115e+001,2.642324e+001,1.610729e+001,2.950914e+000,4.050930e+000,3.897915e-001,6.969113e+000,5.099294e+000,-6.322670e+000,2.545432e+000,4.120104e+000,1.218446e+001,-4.377279e+000
'sample12',4.016003e+000,1.722230e+001,2.719092e+001,1.767136e+001,8.052714e+000,1.235155e+001,7.580419e+000,7.198863e+000,6.283487e+000,-4.374076e+000,4.838928e-001,8.759598e+000,8.490482e+000,1.645979e-001
'sample12',-6.617776e+000,1.233146e+001,1.967463e+001,1.731663e+001,6.932926e+000,6.985999e+000,7.940637e+000,5.759873e-001,4.779377e+000,-1.964168e+000,-2.229034e+000,1.137641e+001,6.727089e+000,-1.143385e+000
'sample12',-1.252102e+001,9.069671e+000,8.816045e+000,8.513152e+000,2.079017e+000,1.419133e+000,8.988704e+000,2.510705e+000,1.031963e+001,-1.281733e+000,2.415423e-001,1.764007e+001,8.444599e+000,3.259815e+000
'sample12',-1.680486e+001,4.240518e+000,4.006132e+000,2.404666e-001,-5.545204e-001,2.234720e+000,1.028493e+001,6.909391e+000,5.028971e+000,-2.186627e+000,2.622318e+000,1.902907e+001,7.780207e+000,4.537012e+000
'sample12',-1.399910e+001,2.821378e+000,-8.059323e-002,-1.297217e+000,-2.924227e+000,6.981497e+000,8.926646e+000,3.926304e+000,3.082403e-002,-3.866657e+000,1.544934e+000,1.762464e+001,6.185689e+000,5.276114e+000
'sample12',-1.365868e+001,-2.784790e+000,2.996384e+000,-9.498580e-001,-6.094360e-001,8.189118e+000,1.094800e+001,3.202013e+000,-2.455895e+000,-3.172385e+000,5.051139e+000,1.394711e+001,3.363186e+000,4.257056e-001
'sample12',-6.005397e+000,1.401271e+000,1.245815e+001,2.635718e+000,-1.489601e+000,-5.525134e-001,8.000665e+000,1.159465e+000,-6.774832e+000,-1.271393e+001,2.299495e+000,1.156003e+001,1.435551e+000,-5.404810e+000
'sample12',3.860227e+000,3.878078e+000,2.098638e+001,5.573550e+000,-5.061678e+000,-1.096780e+001,1.176319e+001,2.605435e+000,-3.423569e+000,-1.394764e+001,5.761684e+000,8.451156e+000,8.157343e-001,-7.722439e+000
'sample12',1.495575e+001,9.260736e+000,2.922696e+001,8.805089e+000,-1.863947e+001,-1.676143e+001,5.988891e+000,-6.228871e+000,-6.531695e+000,-1.717127e+001,7.694145e+000,1.917926e+000,1.376785e-001,-7.815080e+000
'sample12',1.965811e+001,5.210202e+000,2.766281e+001,9.730117e+000,-2.997997e+001,-1.637288e+001,2.265788e+000,-1.601253e+001,-2.907598e+000,-1.622025e+001,1.538876e+001,-4.001189e+000,-1.694546e+000,-3.066276e+000
'sample12',1.825144e+001,2.289369e+000,2.960110e+001,1.011613e+001,-3.958446e+001,-1.131235e+001,-2.645716e+000,-2.138056e+001,-4.129300e+000,-2.326102e+001,1.988495e+001,-5.391478e+000,-2.595770e-002,2.016440e-001
'sample12',1.859781e+001,6.952917e-001,3.148812e+001,1.248586e+001,-3.949873e+001,-9.129617e+000,-4.967670e+000,-2.565932e+001,-1.064230e+001,-2.744365e+001,1.388580e+001,-3.316664e+000,3.342536e+000,-4.049999e-001
'sample12',2.462967e+001,3.410609e+000,3.235753e+001,1.324134e+001,-3.042332e+001,-6.088897e+000,-4.647190e+000,-2.160930e+001,-1.400021e+001,-2.985062e+001,6.534724e+000,6.728089e-001,5.148571e+000,-5.401059e+000
'sample12',3.172981e+001,9.233952e+000,3.095745e+001,1.489940e+001,-2.225053e+001,-4.748633e+000,2.109067e+000,-2.262647e+001,-1.504239e+001,-3.172822e+001,8.427756e-001,7.770566e+000,1.141897e+001,-7.830725e+000
'sample12',3.693958e+001,1.486384e+001,2.472461e+001,1.525846e+001,-1.245632e+001,-3.966583e+000,9.621291e+000,-2.237031e+001,-1.340311e+001,-3.461284e+001,-7.855681e-002,1.088472e+001,1.514711e+001,-6.789297e+000
'sample12',3.757548e+001,1.623594e+001,1.977862e+001,1.570953e+001,-8.810199e+000,-4.824641e+000,1.167368e+001,-2.414331e+001,-1.494374e+001,-3.763182e+001,3.056976e+000,1.077846e+001,1.969091e+001,-2.582629e+000
'sample12',3.860098e+001,1.462945e+001,1.738808e+001,1.275322e+001,-2.835348e+000,-4.746999e+000,8.057817e+000,-2.014846e+001,-1.759641e+001,-3.678341e+001,4.290044e+000,6.983511e+000,1.814531e+001,4.297741e-002
'sample12',3.979764e+001,1.431515e+001,1.846821e+001,1.056429e+001,-3.947427e-001,-3.257919e+000,4.234219e+000,-1.724467e+001,-2.023509e+001,-3.324313e+001,1.935588e+000,5.592472e+000,1.607176e+001,3.137789e+000
'sample12',3.932338e+001,1.568375e+001,2.187747e+001,9.757428e+000,-7.221046e-001,-5.565436e+000,8.434622e+000,-1.859261e+001,-1.997701e+001,-3.188069e+001,-4.262672e+000,7.956220e+000,1.613367e+001,6.558346e+000
'sample12',3.326563e+001,1.372364e+001,2.648667e+001,1.007403e+001,-2.593998e+000,-1.400979e+001,1.000254e+001,-2.073375e+001,-1.267820e+001,-3.250880e+001,-8.716660e+000,1.518722e+001,1.485789e+001,3.298609e+000
'sample12',2.661799e+001,8.529686e+000,3.104708e+001,7.026487e+000,-8.340646e+000,-2.314802e+001,1.229110e+001,-2.637734e+001,-3.378840e+000,-3.266995e+001,-6.540504e+000,1.829984e+001,1.350186e+001,-9.544762e-001
'sample12',2.079897e+001,1.942122e+000,3.290431e+001,2.569309e+000,-1.648194e+001,-2.880412e+001,9.251243e+000,-3.061653e+001,3.977120e+000,-2.847388e+001,-1.639185e+000,1.820239e+001,1.134766e+001,-8.629806e+000
'sample12',1.919677e+001,-3.045619e-001,3.208115e+001,-3.209581e+000,-2.255876e+001,-2.832008e+001,7.788742e+000,-3.235125e+001,5.145247e+000,-2.483367e+001,4.306500e+000,1.189172e+001,1.109503e+001,-1.127253e+001
'sample12',1.897055e+001,-1.674208e-001,3.113084e+001,-5.160597e+000,-2.393184e+001,-2.605491e+001,5.432569e+000,-2.927395e+001,3.432326e+000,-2.283460e+001,4.998425e+000,8.112739e+000,1.214135e+001,-1.503420e+001
'sample12',1.841880e+001,3.400552e+000,2.857419e+001,-1.111536e+000,-2.351447e+001,-2.273339e+001,3.929419e+000,-2.281089e+001,3.399816e+000,-2.532879e+001,4.307950e+000,4.084158e+000,1.392296e+001,-1.834163e+001
'sample12',1.810126e+001,9.557441e+000,2.528364e+001,5.590898e+000,-1.660700e+001,-2.160444e+001,2.819401e+000,-1.757758e+001,4.737860e+000,-2.300030e+001,-2.431655e+000,9.693134e+000,1.167582e+001,-2.216043e+001
'sample12',1.721267e+001,1.971796e+001,2.399098e+001,1.171812e+001,-7.160793e+000,-1.318388e+001,3.338681e+000,-1.215141e+001,6.494219e+000,-1.668705e+001,-6.162804e+000,1.493388e+001,6.480879e+000,-1.855347e+001
'sample12',1.513747e+001,2.642217e+001,2.473237e+001,1.892710e+001,1.805562e-001,-6.743741e+000,6.735108e+000,-1.039447e+001,2.179047e+000,-8.303950e+000,-6.932627e+000,2.094895e+001,4.020521e+000,-1.152975e+001
'sample12',1.051451e+001,2.638313e+001,2.284419e+001,1.635374e+001,5.469151e+000,3.948406e+000,5.592837e+000,-1.136595e+001,-5.899180e-001,9.861519e+000,7.174635e+000,1.364361e+001,-1.145113e+000,-4.731178e+000
'sample12',4.128602e+000,2.106989e+001,1.509327e+001,1.601208e+001,7.950565e+000,5.271231e+000,6.969608e+000,-6.654512e+000,-1.333276e-001,1.712257e+001,1.317680e+001,8.978791e+000,-3.275118e+000,1.246142e+000
'sample12',-1.513252e+000,1.099416e+001,1.043723e+000,9.467595e+000,5.354575e+000,8.459081e+000,5.243690e+000,-5.433456e+000,2.596778e+000,2.006602e+001,1.727543e+001,6.543484e+000,-3.268971e+000,3.640722e+000
'sample12',-9.331123e+000,9.517180e+000,-9.857020e+000,1.170589e+001,-3.228854e+000,8.261436e+000,3.822262e+000,-2.135582e+000,-7.989851e-002,3.190722e+000,9.197816e+000,7.888319e+000,5.922506e-002,7.190716e+000
'sample12',-1.508377e+001,1.214386e+001,-1.934908e+001,6.719033e+000,-1.332080e+001,7.981286e+000,-5.972385e-003,-8.110531e+000,-7.361059e+000,-6.028618e+000,1.059626e+001,5.634392e+000,4.518222e+000,2.322154e+000
