@relation example1

@attribute name string
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric

@data
'sample21',2.177334e+001,-4.341238e+000,3.265427e+001,-1.752439e+001,-1.444427e+001,-2.082237e+001,1.193257e+001,2.199812e+001,9.856603e+000,1.427467e+001,-8.462383e+000,2.414496e+000,2.257995e+000,-5.408756e+000
'sample21',2.670071e+001,-6.074487e+000,2.780549e+001,-1.641014e+001,-8.244239e+000,-1.633497e+001,8.482761e+000,2.179830e+001,7.066750e+000,1.578165e+001,-2.739025e+000,-7.503116e-001,2.035307e+000,-6.890230e+000
'sample21',2.940820e+001,-1.068966e+001,2.679159e+001,-1.318731e+001,-4.633445e+000,-1.627113e+001,1.181789e+000,2.747821e+001,1.836765e+000,1.701988e+001,3.274740e+000,-6.407530e+000,5.253536e+000,-7.620757e+000
'sample21',3.049311e+001,-1.610755e+001,3.172754e+001,-1.257856e+001,-5.216437e+000,-1.945024e+001,-8.758377e-001,3.460416e+001,-4.138287e+000,1.555800e+001,6.897431e+000,-1.210708e+001,4.888997e+000,-1.078225e+001
'sample21',2.993220e+001,-1.898699e+001,3.694112e+001,-1.330576e+001,-3.116373e+000,-2.125796e+001,-3.659453e+000,3.930635e+001,-1.099706e+001,9.954333e+000,9.513589e+000,-1.675514e+001,6.746263e+000,-1.325880e+001
'sample21',3.000219e+001,-1.840588e+001,4.029350e+001,-1.362169e+001,-4.752910e-001,-2.172820e+001,-4.882580e+000,3.817638e+001,-1.184019e+001,3.561269e+000,1.003331e+001,-1.591076e+001,7.374650e+000,-1.380493e+001
'sample21',3.004378e+001,-1.337449e+001,3.901491e+001,-1.010315e+001,2.511677e+000,-2.229177e+001,-6.666954e+000,3.286603e+001,-1.198777e+001,-1.478586e+000,1.078316e+001,-1.418211e+001,9.632880e+000,-1.323606e+001
'sample21',3.261609e+001,-6.737296e+000,3.575473e+001,-6.352657e+000,7.269218e+000,-2.249921e+001,-7.459488e+000,2.816649e+001,-1.502100e+001,-4.201476e+000,8.845386e+000,-1.091921e+001,1.184786e+001,-1.037223e+001
'sample21',3.531401e+001,3.239494e+000,3.028351e+001,5.417291e+000,6.528677e+000,-1.933393e+001,-6.003390e+000,1.420931e+001,-2.077927e+001,-2.649550e+000,7.436678e+000,-8.184223e+000,1.318037e+001,-7.132322e+000
'sample21',4.088580e+001,9.280741e+000,2.510359e+001,1.891368e+001,2.609099e+000,-1.478564e+001,-3.016593e+000,-1.996965e+000,-2.389222e+001,-1.717522e+000,7.034145e+000,-6.749262e+000,1.522029e+001,-7.048724e+000
'sample21',4.358192e+001,1.408704e+001,2.098411e+001,3.019759e+001,-3.939904e+000,-1.071383e+001,-2.065146e+000,-1.668704e+001,-2.465015e+001,-5.138505e-001,5.893477e+000,-5.539512e+000,1.443872e+001,-8.759229e+000
'sample21',4.585924e+001,1.301646e+001,2.064654e+001,3.214269e+001,-6.954933e+000,-9.910945e+000,-1.602973e+000,-1.943031e+001,-2.448487e+001,-3.682416e+000,3.620115e+000,-6.828493e+000,1.557282e+001,-1.139873e+001
'sample21',4.501076e+001,1.292673e+001,2.095374e+001,3.101534e+001,-7.066633e+000,-1.073589e+001,-1.264871e+000,-1.687440e+001,-2.403788e+001,-6.836411e+000,-1.513439e+000,-8.839724e+000,2.159133e+001,-1.145897e+001
'sample21',4.355227e+001,1.546751e+001,2.318071e+001,2.834072e+001,-9.542538e+000,-1.096510e+001,-2.285208e-001,-1.121456e+001,-2.262949e+001,-9.148711e+000,-6.417259e+000,-9.642673e+000,2.864567e+001,-9.742238e+000
'sample21',4.101816e+001,2.115746e+001,2.493570e+001,2.409256e+001,-7.129846e+000,-1.160115e+001,-8.918731e-001,-4.008583e+000,-1.464413e+001,-1.100275e+001,-8.419834e+000,-9.577399e+000,3.020719e+001,-7.312159e+000
'sample21',3.284051e+001,1.639590e+001,2.639767e+001,1.462511e+001,-2.027740e+000,-6.606279e+000,-7.756472e-001,-4.929579e+000,-9.223634e+000,-1.078304e+001,-6.110928e+000,-7.335390e+000,1.812838e+001,-3.332787e+000
'sample21',2.732096e+001,6.816884e+000,2.136287e+001,6.862787e+000,5.561642e+000,-3.892287e+000,-4.138474e+000,-8.466132e+000,-1.325813e+000,-6.430109e+000,3.453996e+000,-1.839449e+000,9.034200e+000,2.086965e+000
'sample21',2.176895e+001,-1.467000e+000,1.463691e+001,-1.095540e-001,5.822926e+000,-1.111203e+000,-7.084974e+000,-9.201352e+000,5.698370e+000,2.467418e+000,1.029002e+001,3.261787e+000,8.347938e+000,1.155641e+001
'sample21',2.033507e+001,3.094051e+000,1.072398e+001,-1.797003e+000,1.720898e+000,-5.911943e+000,-6.715555e+000,-1.373772e+000,1.243883e+001,1.058015e+001,1.287132e+001,6.672382e+000,9.551638e+000,1.329389e+001
'sample21',1.894144e+001,7.371870e+000,7.086285e+000,-6.356239e-003,4.026754e+000,-2.870224e+000,1.368529e+000,2.096917e+000,9.187485e+000,8.836150e+000,5.092000e+000,3.630655e+000,1.032042e+001,1.333067e+001
'sample21',1.801621e+001,9.009620e+000,8.507893e+000,6.899806e+000,7.625626e+000,-5.506878e-001,7.559265e+000,4.493177e+000,1.561201e+000,1.162316e+000,8.227352e-001,-3.531128e-001,1.806588e+000,3.392058e+000
'sample21',2.223657e+001,1.224349e+001,9.735815e+000,1.300880e+001,1.189952e+001,5.326310e+000,1.043855e+001,2.819501e+000,-5.295357e+000,-4.437356e+000,9.578338e-001,1.209213e-001,2.549565e+000,2.117352e+000
'sample21',3.258412e+001,1.719313e+001,1.711723e+001,1.966182e+001,2.350527e+000,3.041889e+000,6.119796e+000,9.357702e-001,-8.868016e+000,-2.806910e+000,5.068219e+000,-1.218593e+000,5.286632e+000,-2.445042e+000
'sample21',4.157302e+001,2.094298e+001,1.988490e+001,2.205236e+001,-2.558074e+000,1.096986e+000,1.965052e+000,-5.647883e+000,-1.268279e+001,-6.718270e-001,6.619486e+000,1.704404e+000,1.062676e+001,-2.707288e+000
'sample21',4.823071e+001,1.964977e+001,2.097726e+001,2.712247e+001,-8.642306e+000,-9.375262e-001,-2.631078e+000,-1.233750e+001,-1.598683e+001,5.259721e-001,6.481266e+000,-3.246182e+000,1.497771e+001,-8.603654e+000
'sample21',4.516470e+001,1.995087e+001,2.072214e+001,2.787740e+001,-3.861271e+000,-2.393009e+000,-5.036247e+000,-1.440368e+001,-1.622269e+001,-7.907658e-001,6.151117e+000,-2.681931e+000,1.109398e+001,-9.141452e+000
'sample21',4.500425e+001,2.265388e+001,1.949319e+001,3.108222e+001,-1.839112e+000,-2.525756e+000,-7.247872e+000,-1.578875e+001,-1.490912e+001,-1.936059e+000,7.752329e+000,-5.455926e+000,1.142801e+001,-9.968957e+000
'sample21',4.215127e+001,2.746803e+001,1.914307e+001,2.682757e+001,2.823987e+000,-3.034096e+000,-7.892914e+000,-1.362606e+001,-1.393941e+001,-5.138379e+000,5.772674e+000,-2.304406e+000,6.765692e+000,-5.463284e+000
'sample21',4.360204e+001,3.093022e+001,1.914708e+001,2.293007e+001,3.982404e+000,3.081064e-001,-7.746904e+000,-1.424566e+001,-1.375724e+001,-8.029479e+000,3.874759e+000,-3.412704e-001,7.374739e+000,-5.203825e+000
'sample21',4.166397e+001,3.290477e+001,2.341530e+001,1.753202e+001,5.086874e+000,8.382328e-001,-6.739336e+000,-1.170151e+001,-1.521218e+001,-8.584186e+000,5.296071e-001,1.335710e+000,4.561946e+000,-1.825194e+000
'sample21',4.205266e+001,3.571624e+001,2.729759e+001,1.780594e+001,5.719965e+000,-8.052500e-002,-7.263296e+000,-1.132451e+001,-1.513213e+001,-7.751738e+000,1.043453e+000,1.342543e+000,3.834471e+000,-4.735146e-001
'sample21',3.978742e+001,3.700229e+001,3.151520e+001,2.049891e+001,8.404780e+000,-2.077732e-001,-4.981428e+000,-6.881203e+000,-1.265880e+001,-9.621028e+000,3.120693e-001,-6.805918e-001,7.162240e-001,1.358626e+000
'sample21',3.568238e+001,3.303146e+001,3.455377e+001,2.199516e+001,1.340472e+001,4.398727e+000,-1.618354e+000,-4.775176e+000,-5.335791e+000,-7.596695e+000,7.299476e-001,-1.290003e+000,-5.473404e-001,2.032737e+000
'sample21',2.699868e+001,2.160391e+001,3.246691e+001,1.840142e+001,1.759350e+001,1.950285e+000,1.191598e+000,-4.092530e-001,2.239327e+000,-6.404052e+000,1.053771e+000,2.203852e-001,-1.228617e+000,3.969416e+000
'sample21',2.410353e+001,9.857368e+000,3.471888e+001,1.135534e+001,1.057563e+001,-7.467240e-002,-7.280926e+000,-1.201848e+000,5.757729e+000,-2.008223e+000,3.947100e+000,1.586723e+000,8.641317e-001,6.332172e+000
'sample21',2.507421e+001,8.426244e-001,3.875013e+001,4.329807e+000,-4.385412e+000,1.232173e-001,-2.215899e+001,2.327204e+000,1.794088e+000,-3.410521e+000,1.044546e+001,-1.582273e+000,7.906427e+000,4.529649e+000
'sample21',2.829461e+001,-4.933122e-001,4.706717e+001,3.491130e-001,-1.781767e+001,6.043346e+000,-3.333336e+001,4.329062e+000,-4.210902e+000,-4.957345e+000,1.348769e+001,-5.611598e+000,1.314263e+001,1.246082e+000
'sample21',2.745138e+001,-4.122989e-001,5.183952e+001,-1.567829e+000,-2.016028e+001,8.184503e+000,-3.636305e+001,9.959323e+000,-8.756978e+000,-6.493330e+000,1.376257e+001,-7.579128e+000,1.772583e+001,-2.035677e+000
'sample21',2.961486e+001,6.464758e+000,4.950833e+001,-1.981661e+000,-1.386487e+001,7.084354e+000,-2.813150e+001,8.218636e+000,-1.315382e+001,-9.254070e+000,9.793167e+000,-5.397690e+000,1.600553e+001,-2.562512e+000
'sample21',3.520100e+001,1.276793e+001,4.029153e+001,6.183876e+000,-7.947333e+000,4.101814e+000,-1.846190e+001,2.308215e+000,-1.943871e+001,-1.132290e+001,9.739449e+000,-4.340459e+000,1.536052e+001,-4.474456e+000
'sample21',3.962227e+001,1.790380e+001,3.066129e+001,1.360065e+001,-3.323477e+000,9.214913e-001,-8.083535e+000,-5.738478e+000,-2.521357e+001,-1.230682e+001,1.135619e+001,-4.243217e+000,1.315525e+001,-7.274624e+000
'sample21',4.148029e+001,1.860358e+001,2.473739e+001,2.115342e+001,-2.286042e+000,-3.027171e+000,-3.294011e+000,-1.064822e+001,-2.860525e+001,-1.107660e+001,1.412376e+001,-4.823557e+000,1.231353e+001,-9.965020e+000
'sample21',4.117212e+001,1.883141e+001,2.733920e+001,1.781697e+001,-3.703254e-001,-2.260329e+000,-3.906178e+000,-1.034811e+001,-2.999499e+001,-1.357675e+001,1.760414e+001,-5.341393e+000,1.102451e+001,-1.112333e+001
'sample21',3.737760e+001,1.755586e+001,3.582952e+001,8.622678e+000,-1.544425e+000,-1.572640e+000,-7.115560e-001,-8.108498e+000,-3.112300e+001,-1.577879e+001,1.744952e+001,-6.351658e+000,1.040307e+001,-1.100603e+001
'sample21',3.244420e+001,1.609133e+001,4.638900e+001,1.838886e+000,-8.046487e+000,6.759679e-001,1.549819e+000,-9.982603e+000,-3.060684e+001,-1.695950e+001,2.095482e+001,-9.499424e+000,1.281516e+001,-7.598188e+000
'sample21',2.818377e+001,1.571565e+001,5.481858e+001,-1.852565e+000,-1.456133e+001,1.204625e+000,5.862825e+000,-1.532034e+001,-2.872407e+001,-1.406579e+001,1.869215e+001,-1.264984e+001,1.683132e+001,-3.981495e-001
'sample21',2.595522e+001,1.931548e+001,6.001761e+001,-1.599616e+000,-1.857531e+001,3.334193e+000,3.763900e+000,-2.129243e+001,-2.541639e+001,-1.125019e+001,1.961064e+001,-1.488286e+001,1.973192e+001,4.881258e+000
'sample21',2.242419e+001,2.411575e+001,6.130577e+001,1.403345e+000,-1.073707e+001,-1.576759e+000,2.276934e+000,-2.125569e+001,-2.344194e+001,-6.100588e+000,1.554495e+001,-1.566726e+001,1.869312e+001,7.378876e+000
'sample21',1.479972e+001,2.758904e+001,6.191684e+001,5.772034e+000,2.228819e+000,-6.108757e+000,9.927983e-001,-1.799344e+001,-1.713028e+001,-3.753681e+000,1.147160e+001,-6.861588e+000,1.431818e+001,4.749441e+000
'sample21',6.286358e+000,2.621142e+001,5.895023e+001,8.807062e+000,1.486884e+001,-3.226005e+000,4.650001e+000,-1.322529e+001,-7.634531e+000,-7.109666e-001,4.214828e+000,-1.040794e+000,1.453526e+001,4.499453e+000
'sample21',-1.980664e+000,2.186304e+001,5.682042e+001,5.752908e+000,2.446749e+001,3.211462e+000,1.113043e+001,-8.626536e+000,9.379393e-001,2.293299e+000,5.688071e-002,1.120861e+001,1.079278e+001,2.232932e+000
'sample21',-5.775864e+000,1.588830e+001,5.330253e+001,-2.493076e+000,2.442890e+001,1.193800e+001,2.070215e+001,-3.079694e+000,7.327441e+000,7.189735e+000,-3.741471e+000,8.493778e+000,1.266055e+001,-1.249981e+000
'sample21',-5.673323e+000,1.490084e+001,5.099539e+001,-4.755476e+000,2.582175e+001,9.540345e+000,2.186166e+001,-2.065886e+000,9.787715e+000,1.073927e+001,-4.370156e+000,1.058609e+001,6.592594e+000,-5.623943e+000
'sample21',1.995306e-001,1.925175e+001,5.476051e+001,-5.742126e+000,1.650821e+001,2.997328e+000,1.791505e+001,-7.609411e+000,4.961259e+000,1.032756e+001,-5.270061e+000,6.838956e+000,7.373236e+000,-5.493632e+000
'sample21',1.037022e+001,2.103491e+001,5.753496e+001,-4.047679e+000,6.580247e+000,-5.045141e+000,5.639307e+000,-1.351637e+001,-8.075068e+000,5.230978e+000,5.014391e+000,3.768406e+000,5.688741e+000,-3.354906e-001
'sample21',2.019538e+001,1.423375e+001,5.786293e+001,-3.068221e+000,-9.441616e+000,-7.279526e+000,-7.699791e+000,-1.231861e+001,-2.159840e+001,-8.278903e-002,1.734026e+001,-3.129765e+000,9.727409e+000,2.622813e+000
'sample21',2.649944e+001,1.937326e-001,5.423007e+001,-6.126951e+000,-1.503964e+001,-8.700225e+000,-1.555561e+001,-5.391674e-001,-2.918223e+001,-1.373557e+000,2.668402e+001,-8.312821e+000,1.025342e+001,2.021606e+000
'sample21',2.767832e+001,-9.286968e+000,5.034569e+001,-6.857690e+000,-1.725124e+001,-1.265898e+001,-1.984027e+001,1.024827e+001,-2.856223e+001,1.981714e+000,2.981721e+001,-7.428715e+000,1.075949e+001,-3.663176e+000
'sample21',2.925858e+001,-1.491407e+001,4.950377e+001,-1.165465e+001,-1.273980e+001,-2.262447e+001,-1.790059e+001,1.885489e+001,-2.731388e+001,5.797260e+000,3.050108e+001,-3.818056e+000,1.039682e+001,-6.494758e+000
'sample21',2.939488e+001,-1.518462e+001,4.626462e+001,-1.217702e+001,-1.140256e+001,-2.750755e+001,-1.947661e+001,2.142297e+001,-2.405896e+001,7.033709e+000,3.064561e+001,-1.491049e+000,1.372915e+001,-8.907102e+000
'sample21',2.967901e+001,-1.365005e+001,4.489435e+001,-1.094410e+001,-7.923218e+000,-3.138579e+001,-2.054004e+001,2.171579e+001,-2.453695e+001,7.273060e+000,2.682858e+001,3.979164e-001,1.847868e+001,-8.136806e+000
'sample21',2.860551e+001,-1.596885e+000,3.678142e+001,-1.889345e+000,-5.269825e+000,-3.178598e+001,-1.317015e+001,1.292201e+001,-2.426929e+001,8.181005e+000,1.596858e+001,2.768513e+000,2.059027e+001,-6.750897e+000
'sample21',2.749011e+001,1.498284e+001,3.373392e+001,1.234584e+001,4.323264e+000,-2.317724e+001,-6.039131e+000,5.963682e+000,-2.053831e+001,1.214298e+000,4.497723e+000,6.365083e+000,1.304828e+001,-6.203837e+000
'sample21',2.150416e+001,2.960880e+001,2.817556e+001,2.402889e+001,1.058060e+001,-8.810658e+000,3.395798e+000,6.615712e+000,-1.042912e+001,-1.100708e+000,4.045855e-001,8.213326e+000,3.316349e+000,-8.496908e+000
'sample21',9.762483e+000,3.530570e+001,2.331608e+001,2.657428e+001,1.335289e+001,1.448379e+000,1.398594e+000,1.145200e+001,1.570466e-001,4.553678e+000,6.525872e+000,1.081045e+001,1.774197e+000,-2.678110e+000
'sample21',-6.616232e+000,3.474321e+001,1.651245e+001,2.199159e+001,7.173376e+000,3.457591e-001,-5.877622e-001,1.661252e+001,6.306074e+000,1.321326e+001,1.406638e+001,1.233956e+001,7.216647e+000,1.597408e+000
'sample21',-1.725591e+001,2.533808e+001,2.821341e+000,8.493798e+000,3.398015e-001,-4.096302e+000,-9.541852e-001,8.704660e+000,4.992436e+000,1.943898e+001,1.666354e+001,1.012855e+001,8.688273e+000,8.215334e+000
'sample21',-2.593481e+001,2.205995e+001,-6.368108e+000,4.521747e-001,1.562996e+000,-9.793781e+000,4.875801e+000,5.263204e+000,8.147515e+000,1.434417e+001,1.735242e+001,9.241363e+000,4.080772e+000,6.820545e+000
'sample21',-3.317303e+001,2.187160e+001,-1.308712e+001,-6.479744e+000,9.510284e+000,-7.621374e+000,1.637948e+001,3.171143e+000,1.567648e+001,7.111029e+000,1.794519e+001,1.519250e+001,4.657437e+000,4.386221e+000
'sample21',-3.912851e+001,2.920933e+001,-7.983596e+000,-2.739647e+000,2.201172e+001,-8.479403e+000,2.202983e+001,5.906709e+000,2.446101e+001,3.426826e-001,1.821082e+001,1.467098e+001,1.145867e+001,3.891261e+000
'sample21',-4.079136e+001,3.003190e+001,1.391199e+000,1.803588e+000,2.946748e+001,-3.487971e+000,2.110110e+001,4.526781e+000,2.567168e+001,-7.387762e+000,1.544231e+001,1.620542e+001,1.581450e+001,1.201029e+000
'sample21',-3.216700e+001,2.904534e+001,7.190248e+000,6.150684e+000,2.991522e+001,-4.405428e+000,1.774153e+001,1.321019e-001,2.600876e+001,-2.177063e+000,1.470990e+001,8.137569e+000,1.340023e+001,9.893466e-001
'sample21',-1.864448e+001,2.346909e+001,1.103240e+001,1.217768e+001,2.746309e+001,-4.542019e+000,1.677327e+001,3.192954e-001,2.588405e+001,-5.661404e-001,1.324478e+001,1.089925e+001,1.103218e+001,2.742665e+000
'sample21',-4.218611e+000,1.733811e+001,1.222074e+001,1.456378e+001,2.394769e+001,2.142143e+000,2.096021e+001,6.316443e+000,2.671564e+001,2.860568e+000,1.055444e+001,8.584041e+000,1.454046e+001,6.357093e+000
'sample21',2.360614e+000,8.074494e+000,1.315425e+001,1.671636e+001,2.426328e+001,7.642413e+000,1.963021e+001,1.131761e+001,2.448895e+001,3.602674e+000,6.441244e+000,1.053111e+001,1.560354e+001,8.579473e+000
'sample21',1.423320e+000,4.380528e-001,1.297346e+001,6.212511e+000,2.284090e+001,5.010415e+000,1.606563e+001,4.929680e+000,1.721608e+001,1.119296e+000,3.962581e+000,8.993397e+000,1.203833e+001,4.259859e+000
'sample21',-9.797001e-001,-1.445511e-001,1.160556e+001,1.296958e+000,2.481845e+001,-5.252746e+000,9.773523e+000,-6.530350e+000,6.095438e+000,-2.355705e+000,4.961357e-001,5.380609e+000,1.954090e+000,-3.925961e+000
'sample21',1.511202e-001,1.008437e+001,1.600081e+001,-2.751180e+000,2.773452e+001,-1.932697e+001,-3.865400e+000,-1.570294e+001,-3.007585e+000,-1.019864e+001,-3.587744e+000,4.457578e+000,-1.583375e+000,-4.447543e+000
'sample21',8.666207e+000,1.628831e+001,2.014316e+001,1.860407e-001,2.142164e+001,-2.077599e+001,-1.185869e+001,-1.686248e+001,-8.297672e-001,-4.140785e+000,-5.350877e+000,4.120677e+000,5.358267e+000,-7.307064e+000
'sample21',1.952833e+001,1.639831e+001,2.318819e+001,-3.539215e+000,1.392164e+001,-2.890698e+001,-2.491268e+001,-1.143465e+001,2.457983e+000,6.485353e+000,-2.317451e-001,4.787587e+000,2.134913e+001,-8.288026e+000
'sample21',2.967709e+001,2.994118e+000,2.203000e+001,-6.911189e+000,2.104341e+000,-2.685559e+001,-2.638905e+001,-7.930523e+000,7.389281e+000,1.917516e+001,1.370302e+000,2.590146e+000,3.058681e+001,-1.069891e+001
'sample21',3.398353e+001,-4.760502e+000,2.463870e+001,-9.602050e+000,2.709867e+000,-2.392130e+001,-3.247223e+001,-7.241405e+000,7.481909e+000,2.283990e+001,8.097144e-001,8.228027e-001,2.819022e+001,-3.662267e+000
'sample21',3.801786e+001,-7.842289e+000,2.622269e+001,-9.308270e+000,3.854712e+000,-3.126613e+000,-3.422729e+001,-1.539445e+001,9.349391e+000,2.042740e+001,3.443160e+000,-7.599922e-002,1.513174e+001,1.789300e+000
'sample21',4.166162e+001,9.683546e-002,2.258517e+001,-5.675490e+000,1.243570e+001,9.678062e+000,-2.887579e+001,-2.092452e+001,-2.709153e+000,9.387062e+000,1.283525e+001,-2.731949e+000,7.870671e+000,3.321997e-001
'sample21',4.428908e+001,9.952491e+000,1.754268e+001,3.554005e+000,1.713238e+001,1.774863e+001,-2.131951e+001,-2.402329e+001,-1.780643e+001,-6.772774e-001,2.219861e+001,-3.361038e+000,6.563920e+000,-6.952797e+000
'sample21',4.554494e+001,1.699403e+001,1.378998e+001,1.189135e+001,1.854440e+001,1.613070e+001,-9.929940e+000,-2.318743e+001,-3.173481e+001,-8.766046e+000,2.492561e+001,-1.115010e+000,8.277276e+000,-1.165665e+001
'sample21',4.601905e+001,1.857079e+001,1.421195e+001,1.340545e+001,1.561867e+001,1.808025e+001,-7.407625e+000,-2.210822e+001,-3.373736e+001,-9.229575e+000,2.188859e+001,1.437884e+000,8.772756e+000,-9.267934e+000
'sample21',4.728447e+001,1.953635e+001,1.261132e+001,1.255832e+001,1.570505e+001,1.892024e+001,-4.678300e+000,-1.837534e+001,-3.102902e+001,-1.362368e+001,1.589480e+001,6.254370e+000,5.966691e+000,-5.316771e+000
'sample21',4.706497e+001,1.683501e+001,1.005879e+001,2.462002e+000,1.567158e+001,1.665261e+001,-3.779572e+000,-1.190032e+001,-1.819077e+001,-1.342790e+001,1.076151e+001,4.430592e+000,-1.718396e+000,-2.424468e+000
'sample21',4.877940e+001,8.849185e+000,4.689535e+000,-7.372134e+000,1.693196e+001,1.828955e+001,-4.667388e+000,-8.177722e+000,-4.591164e+000,-8.128049e+000,3.793359e+000,2.267321e+000,-8.332565e+000,-1.284771e+000
'sample21',4.884591e+001,1.142184e-002,1.376299e+000,-1.958084e+001,1.916567e+001,2.342729e+001,-1.101045e+001,-5.928175e+000,9.269786e+000,1.055024e+000,-4.141119e+000,-1.371661e+000,-1.313483e+001,-1.004912e+000
'sample21',4.899852e+001,-5.698033e+000,-2.747972e-001,-1.982454e+001,2.108460e+001,2.832558e+001,-1.598077e+001,-5.464441e+000,1.328457e+001,6.753513e+000,-1.142164e+001,-3.989922e+000,-1.061065e+001,1.723183e+000
'sample21',4.626065e+001,-6.674871e+000,-4.355422e-002,-1.494287e+001,1.848409e+001,2.598449e+001,-1.628616e+001,-3.563242e+000,1.414274e+001,7.125921e+000,-1.381812e+001,-7.285158e+000,-7.509326e+000,2.023867e+000
'sample21',4.453419e+001,-5.578094e+000,1.278687e+000,-9.499842e+000,1.530585e+001,2.001272e+001,-1.445627e+001,1.559628e+000,1.086260e+001,4.922180e+000,-1.026605e+001,-1.249712e+001,-4.189138e+000,2.151272e+000
'sample21',4.236132e+001,-2.732188e-001,2.357239e+000,-1.662993e+000,1.343121e+001,1.341945e+001,-1.014144e+001,3.905004e+000,5.707655e+000,6.719734e-001,-4.994401e+000,-1.186608e+001,-4.776651e+000,2.158532e+000
'sample21',4.156757e+001,8.398654e+000,8.264076e+000,6.760540e+000,1.357188e+001,6.411644e+000,-1.161107e+001,-1.224632e+000,-1.442891e+000,9.971765e-001,1.848691e+000,-1.018000e+001,-5.451979e+000,1.970755e+000
'sample21',4.117380e+001,1.570935e+001,1.212681e+001,1.420190e+001,1.522343e+001,1.654536e+000,-1.344435e+001,-8.219611e+000,-6.443737e+000,2.602679e+000,7.538644e+000,-8.630398e+000,-7.306642e+000,2.927659e+000
'sample21',4.344762e+001,1.458543e+001,1.197573e+001,8.683218e+000,1.975872e+001,2.669387e+000,-1.994412e+001,-7.704382e+000,-4.557686e+000,5.816503e+000,6.831173e+000,-1.332559e+001,-5.184134e+000,3.224782e+000
'sample21',4.547310e+001,2.081190e+000,8.471772e+000,-2.032524e+000,2.199446e+001,8.538577e+000,-2.400320e+001,4.702540e+000,2.156890e+000,1.312922e+000,4.274490e+000,-2.040840e+001,7.652378e-001,3.677410e-001
'sample21',4.460604e+001,-1.159560e+001,6.982117e+000,-1.316182e+001,2.240989e+001,1.485973e+001,-2.537262e+001,1.602444e+001,9.997195e+000,-4.844015e+000,1.000738e+000,-2.722401e+001,9.577801e+000,-5.021496e+000
'sample21',4.187575e+001,-2.070416e+001,7.456282e+000,-1.662286e+001,2.221854e+001,1.804515e+001,-2.560596e+001,1.972233e+001,1.465177e+001,-9.715686e+000,2.534122e-001,-2.910130e+001,1.501105e+001,-9.376700e+000
'sample21',4.000139e+001,-2.107051e+001,5.749249e+000,-1.833891e+001,2.637340e+001,1.729216e+001,-1.963536e+001,1.435254e+001,1.643289e+001,-9.200989e+000,-2.763032e+000,-2.312910e+001,1.085819e+001,-6.698843e+000
'sample21',4.004013e+001,-1.384127e+001,2.767602e+000,-1.922114e+001,2.848619e+001,2.109354e+001,-1.693611e+001,1.089526e+001,1.556237e+001,-5.430941e+000,-7.450518e+000,-1.663492e+001,6.744330e+000,-4.340072e-001
'sample21',3.869069e+001,-7.522351e+000,5.441941e+000,-1.610029e+001,3.124795e+001,2.578200e+001,-1.294728e+001,8.651104e+000,1.566770e+001,3.184249e+000,-1.419689e+001,-1.125172e+001,5.549635e+000,3.539239e+000
'sample21',3.413225e+001,-3.223951e+000,1.036347e+001,-1.045246e+001,3.499762e+001,3.025840e+001,-1.443650e+001,4.219678e+000,1.633710e+001,9.222016e+000,-1.354631e+001,-7.598865e+000,4.920041e+000,5.191137e+000
'sample21',2.483071e+001,-5.530886e+000,1.444738e+001,-3.894115e+000,3.710003e+001,3.263190e+001,-1.200152e+001,-9.691294e-001,2.028658e+001,1.611469e+001,-1.011689e+001,3.079414e-003,3.078897e+000,7.311010e+000
'sample21',1.584486e+001,-9.906156e+000,1.265574e+001,-5.668644e-002,3.682371e+001,3.468101e+001,-1.240334e+001,-5.508649e+000,2.275366e+001,1.820685e+001,2.364251e-001,6.746886e+000,-2.228580e+000,8.820747e+000
'sample21',7.219164e+000,-1.225325e+001,1.004688e+001,-1.305138e+000,3.267901e+001,3.581264e+001,-1.265030e+001,-7.781736e+000,2.205331e+001,2.195595e+001,5.008311e+000,6.814846e+000,-5.502069e+000,7.727021e+000
'sample21',3.574294e+000,-1.409288e+001,4.027918e+000,-8.630965e+000,3.157105e+001,3.479738e+001,-2.032598e+001,-1.158002e+001,2.106260e+001,1.657317e+001,4.915964e+000,5.638501e+000,-1.054793e+001,4.361254e+000
'sample21',1.354965e+000,-1.570941e+001,-8.382702e-001,-1.611964e+001,3.186293e+001,3.976117e+001,-2.030402e+001,-9.824226e+000,2.240409e+001,1.234008e+001,7.128812e+000,5.704165e+000,-8.586372e+000,1.545761e+000
'sample21',2.870425e+000,-1.401946e+001,1.599065e+000,-1.705249e+001,3.588662e+001,4.988186e+001,-1.916747e+001,-9.576366e+000,2.085964e+001,3.152487e+000,5.509389e+000,1.023993e+001,-6.096579e+000,3.000376e+000
'sample21',1.202339e+001,-7.509486e+000,9.636046e+000,-1.512516e+001,3.048850e+001,4.866663e+001,-1.337643e+001,-8.192982e+000,1.696630e+001,6.583256e+000,9.476795e+000,9.020259e+000,-6.430075e+000,2.348987e+000
